Unnamed: 0.1,Unnamed: 0,occupation.label,employer.name,description.text,Mask_score,Mask_ord,Annons_length,har_mask_ord,cluster_label
156,5508,Backend-utvecklare,Egra AB,"This is Egra
We are Tech Consultants that help our customers develop their digital solutions.

Transparency
When you work with us you’ll always know your rate and how it is shared. We think that helps us to build trust and a positive work environment.

Equality
Everyone at Egra has the same terms. That’s a good base for creating an including and friendly environment.

Accelerate
You can take part in the growth of Egra, by selling and recruiting, and get a share of the turnover you generate. Everyone here has the same opportunity.


We want you to have a good time both in your professional and private life. That means we like to arrange activities together and hangout but also that we offer you a high degree of freedom to plan and affect your work situation.

NET Developer
We are looking for an experienced .NET Developer to join our team. You will be working as a consultant in one of our customers organizations.

Assignment


Requirements

- 3+ years experience of C# .NET

- Agile way of working


We offer

- Competitive salary
- High degree of freedom
- Great development opportunities


Other opportunities at Egra
Is this not what you are looking for?
We are always searching for experienced engineers within Java, C#, C/C++, JavaScript, Integration, Agile Leaders, Business Analysts, DevOps, Android, iOS and more.
Connect with us at our careers site. https://careers.egra.com/

",0,[],232,False,-1.0
157,5526,Frontend-utvecklare,Egra AB,"This is Egra
We are Tech Consultants that help our customers develop their digital solutions.

Transparency
When you work with us you’ll always know your rate and how it is shared. We think that helps us to build trust and a positive work environment.

Equality
Everyone at Egra has the same terms. That’s a good base for creating an including and friendly environment.

Accelerate
You can take part in the growth of Egra, by selling and recruiting, and get a share of the turnover you generate. Everyone here has the same opportunity.


We want you to have a good time both in your professional and private life. That means we like to arrange activities together and hangout but also that we offer you a high degree of freedom to plan and affect your work situation.

Frontend Developer
We are looking for an experienced Frontend Developer to join our team. You will be working as a consultant in one of our customers organizations.

Assignment


Requirements

- 3+ years of frontend development
- HTML, CSS, JavaScript
- Experience of frameworks like React, Angular or Vue


We offer

- Competitive salary
- High degree of freedom
- Great development opportunities


Other opportunities at Egra
Is this not what you are looking for?
We are always searching for experienced engineers within Java, C#, C/C++, JavaScript, Integration, Agile Leaders, Business Analysts, DevOps, Android, iOS and more.
Connect with us at our careers site. https://careers.egra.com/

",0,[],239,False,-1.0
158,5569,Applikationsutvecklare/Apputvecklare,Plejd AB,"Plejd AB is looking for an App developer to join our developer team in Göteborg/Mölndal.

Come join us if you share our passion for working on cutting-edge technology and want to help enable our vision to make the best smart lighting and home automation system in the industry.

Plejd is an awesome fast-growing Swedish tech company that develops products and services for smart lighting and home automation. We are an in-house full-stack company that has a great mix of people from production, hardware devs, embedded devs, app developers, and cloud/backend devs.



As a part of our App development team, you will be working in a test-automated, agile, and DevOps-oriented environment. You will contribute to our customer-facing apps, mainly working in C# and Xamarin - for both Android and iOS.

Qualifications

For this position, we’re looking for a person with great interest in the latest technology and learning new things continuously. We also believe that you enjoy working in a team that enjoys solving problems together.



- At least a full year of work experience in mobile app development
- Experience with .NET/C#
- Experience in working with test-driven development
- Experience of working in agile teams
- English, spoken and written


Meritorious but not required:

- Xamarin (Forms) app development
- Experience with JavaScript/TypeScript
- Experience working with Node.js

- App development with web technologies (Ionic, Flutter, React Native, etc)
- Fluent Swedish




If this seems like the kind of environment you would like to work in, get in touch! Please apply via https://jobb.plejd.com (https://jobb.plejd.com/)

Plejd AB is not accepting unsolicited assistance from search firms for this employment opportunity. Please, no phone calls or emails.",0,[],275,False,-1.0
159,5588,Systemutvecklare/Programmerare,Gigstep AB,"NFO Drives AB söker nu dig som är nyexaminerad civilingenjör och vill axla rollen som embedded utvecklare. Du kommer jobba en utmanande och teknisk miljö och få möjligheten att utveckla din kunskapsnivå inom embedded.

NFO Drives är ett mindre svenskt bolag placerat i Karlshamn. De är ett cleantech-företag, som jobbar med utveckling och tillverkning av produkter för energi­effektivisering av elmotorer till maskiner, fläktar och pumpar med mera. De är idag börsnoterade på Spotlight Stockmarket!

Om dig

För denna roll söker vi dig som har en civilingenjörsexamen inom elektroteknik, data, teknisk fysik eller motsvarande relevant inriktning. Du har ett stort intresse för embedded programmering, specifikt embedded C. Du har dessutom kunskap och stort intresse för reglerteknik. Det är ett stort plus om du är intresserad av hårdvara och gärna kraftelektronik, men inget krav. Som person är du social och utåtriktad. Du trivs i dialog med både kunder och kollegor. Du är självgående i ditt arbete och är inte rädd för att ta egna initiativ.

Arbetsuppgifter

Din huvudsakliga arbetsuppgift blir att utveckla nya funktioner i NFO Drives frekvensomriktare, vilket innebär embedded SW med mycket reglerteknik. Du kommer jobba med utvecklingsteamet med att bygga upp lab och testa nya funktioner. Vid din sida kommer du ha en specialist som agerar mentor till dig, men du förväntas att arbeta självständigt. Du kommer dessutom agera teknisk support, du är personen man vänder sig till med frågor angående frekvensomriktaren. Detta innebär att du svarar på frågor både externt från kunder och internt från säljare och förser de med tekniskt underlag.

Tjänsten

Detta är ett konsultuppdrag, eller gig som vi kallar det på Gigstep. Du blir inledningsvis anställd av Gigstep med ambition att det ska leda till en anställning direkt hos NFO Drives. Arbetet kommer i huvudsak att utföras i NFO Drives lokaler i Karlshamn, därför är det viktigt att du bor eller vill bo i Blekinge. Startdatum är tänkt vara nu i vår men det kan vara flexibilitet för rätt kandidat med en grym inställning.



Är du den utåtriktade & tekniska utvecklaren vi letar efter? Sök nu direkt!",7,"['utman', 'kraft', 'självgå', 'självständig', 'ambiti', 'leda', 'grym']",342,True,0.0
160,5611,Applikationsutvecklare/Apputvecklare,Egra AB,"This is Egra
We are Tech Consultants that help our customers develop their digital solutions.

Transparency
When you work with us you’ll always know your rate and how it is shared. We think that helps us to build trust and a positive work environment.

Equality
Everyone at Egra has the same terms. That’s a good base for creating an including and friendly environment.

Accelerate
You can take part in the growth of Egra, by selling and recruiting, and get a share of the turnover you generate. Everyone here has the same opportunity.


We want you to have a good time both in your professional and private life. That means we like to arrange activities together and hangout but also that we offer you a high degree of freedom to plan and affect your work situation.

Android Developer
We are looking for an experienced Android Developer to join our team. You will be working as a consultant in one of our customers organizations.

Assignment


Requirements

- Java, Kotlin, Javascript

- Scrum


We offer

- Competitive salary
- High degree of freedom
- Great development opportunities


Other opportunities at Egra
Is this not what you are looking for?
We are always searching for experienced engineers within Java, C#, C/C++, JavaScript, Integration, Agile Leaders, Business Analysts, DevOps, Android, iOS and more.
Connect with us at our careers site. https://careers.egra.com/

",0,[],226,False,-1.0
161,5620,Systemutvecklare/Programmerare,Unicus Sverige AB,"Arbetsuppgifter
- Programmering
- Automatisera tester
- Testa IT-system
- Kvalitetssäkra data i databaser


Krav
- Aspergerdiagnos / ASD-diagnos
- Kan programmera
- Stort intresse för teknik, datorer, IT och programmering
- Egenskaper som analytisk, logisk, noggrann, uthållig, förmåga att se detaljer, uppskatta struktur
- Fullständigt gymnasiebetyg
- Viljan och förmågan att jobba heltid


Just nu letar vi särskilt efter dig som kan c++ eller c#

Meriterande
 Högre studier inom systemvetenskap / IT / programmering
 Arbetslivserfarenhet inom IT

Dina förmågor är viktigare för oss än dina meriter!

Ansökan
Varmt välkommen att skicka in din ansökan via vårt formulär nedan. Urval sker löpande.

Frågor
",2,"['analytisk', 'logisk']",103,True,0.0
162,5670,Systemutvecklare/Programmerare,Vitec Software Group AB (Publ),"Har du erfarenhet av SQL, databaser och informationstransport? Är du nyfiken och har ett skarpt öga? Kan du dessutom lyfta blicken och se helheten? Då är det dig vi behöver till vårt leveransteam, där vi tillsammans skapar effektiva lösningar - för utan Vitec Bygg och Fastighet stannar stora delar av fastighetsbranschen.

Med dagens utveckling av digitalisering och automatisering, uppstår ständigt nya utmaningar. Därför finns det ett ökat behov av att effektivisera processerna och skapa digitala verktyg som underlättar i våra kunders vardag och deras framtida beslut. Och det är där vi kommer in i bilden. Så, kan du navigera genom databasstrukturer och förstår kopplingen ända ut till kundens verksamhet, då är det dig vi behöver.

Vi erbjuder dig:

I den här rollen blir du en del av ett produktbolag som bygger långsiktiga lösningar mot fastighetsbranschen - ett bolag som länge och framgångsrikt har byggt upp ett nära samarbete med många av Sveriges ledande fastighetsbolag. Leveransteamet, där du blir en viktig del, arbetar i projekt med stor personlig frihet och ansvar.

Som SQL-expert arbetar du med implementationsprojekt och hanterar nyinstallationer och konverteringar från våra kunders gamla system till företagets standardprodukter. Dessutom kommer du att komma in tidigt i kundprojekt och får bistå med rådgivning, kravställning och implementering/konvertering av grunddata för att ge kunden optimala förutsättningar att nyttja systemstödet. Eftersom vi ständigt arbetar med digitalisering  kommer du även att hjälpa till med framtagning av nya lösningar och verktyg såsom rapporter och vyer för att underlätta för våra befintliga kunder.

I övrigt får du:

- samarbeta internt nära projektledare, driftspersonal, säljare, andra systemkonsulter och supportavdelningen.
- etablera och förbättra rutiner och processer.
- ta emot och samordna beställningar från projektledare och kunder.
- stödja säljorganisationen i upphandlingsarbete kring delar som rör integrationer och API.


Till din hjälp har du dina kollegor på Vitec, med god kännedom om våra applikationer och kundernas förväntningar. Dessutom får du en trygg anställning i ett spännande bolag i tillväxt och ständig utveckling, där du kan växa med tekniken och oss kollegor.

Vem är du, då?

Vi har egentligen inga krav på senioritet inom området, men det är såklart en fördel. Med det sagt har vi ändå vissa förväntningar på dig. Du har:

- koll på Microsoft SQL Server och framför allt SQL.
- erfarenhet av arbete med datatransport, integrationer, export, import till/från DB.
- erfarenhet av inläsning av information till DB från olika typer av datakällor som XML, DB och Excel.


Det är självklart meriterande om du tidigare har arbetat som konsult. Och eftersom vi arbetar med Microsofts produkter är det värdefullt om du har några års erfarenhet från den miljön.

Som person är du ansvarstagande och ambitiös. Du är en doer som gillar problemlösning och att få saker ur händerna, och trivs samtidigt med att arbeta tillsammans med andra. Andra viktiga egenskaper är att du är kvalitetsmedveten, kommunikativ och serviceinriktad samt att du alltid arbetar med kundens bästa i fokus när du gör val och prioriteringar. Affärsmässighet är viktigt för dig och du är strukturerad i ditt arbetssätt. Det här är en roll med flera kontaktytor både inom och utanför Vitec vilket gör att din förmåga att skapa och bibehålla goda relationer är viktig.

Låter det intressant?



Skicka gärna din ansökan redan idag, för vi går igenom urvalet löpande - dock senast 2022-01-10.

Vi ser fram emot att höra av dig!

Start: Omgående, el enligt överenskommelse

Omfattning: Heltid

Om Vitec Bygg och fastighet

Som en del i Vitec Software Group finns affärsenheten Bygg och fastighet, en ledande aktör inom programvaror till bygg- och fastighetsbranschen. Vi är 125 medarbetare fördelade på 9 orter i landet med ett gemensamt uppdrag att leverera tillförlitliga system som hjälper våra kunder i deras vardag.",5,"['utman', 'beslut', 'leda', 'ambiti', 'leda']",612,True,0.0
163,5703,Systemutvecklare/Programmerare,Vitec Software Group AB (Publ),"Kan du omvandla kundernas önskemål till välfungerande lösningar? Är du en doer som får saker ur händerna? Då är det dig vi behöver till vårt leveransteam, där vi tillsammans skapar effektiva lösningar - för utan Vitec Bygg och Fastighet stannar stora delar av fastighetsbranschen.

I den här rollen blir du en del av ett produktbolag som bygger långsiktiga lösningar mot fastighetsbranschen - ett bolag som länge och framgångsrikt har byggt upp ett nära samarbete med många av Sveriges ledande fastighetsbolag. Leveransteamet, där du blir en viktig del, arbetar i projekt med stor personlig frihet och ansvar.

Vi erbjuder dig:

Som systemkonsult arbetar du med implementationsprojekt och hanterar nyinstallationer, uppgraderingar, integrationer, systemanpassningar, utbildningar och lättare projektstyrning av företagets standardprodukter hos nya och befintliga kunder. Dessutom kommer du att komma in tidigt i kundprojekt och får bistå med rådgivning, kravställning och implementering av produkterna föra att ge kunden optimala förutsättningar att nyttja systemstödet.

Du omvandlar kundernas önskemål till välfungerande lösningar genom skräddarsydda systemanpassningar. Du samarbetar internt nära projektledare, driftspersonal, säljare, andra systemkonsulter och supportavdelningen. Produkterna som du kommer att arbeta med utgör grunden till många av Sveriges fastighetsbolags hemsidor tex: www.botkyrkabyggen.se (http://www.botkyrkabyggen.se/)

Till din hjälp har du dina kollegor på Vitec, med god kännedom om våra applikationer och kundernas förväntningar. Dessutom får du en trygg anställning i ett spännande bolag i tillväxt och ständig utveckling, där du kan växa med tekniken och oss kollegor.

Vem är du, då?

Vi har egentligen inga krav på senioritet inom området, men det är såklart en fördel. Vi ser gärna att du har en IT- inriktad universitetsutbildning men praktisk erfarenhet inom området kan fungera lika bra. Med det sagt har vi ändå vissa förväntningar på dig. Du har några års erfarenhet av :

- .NET C#, Visual Studio
- Microsoft SQL Server
- Webbapplikationer i Microsoft miljö


Det är också meriterande med erfarenheter inom: UX, HTML, JavaScript och CSS. Eftersom vi arbetar med Microsofts produkter så är det värdefullt om du har erfarenhet från den miljön. Tjänsten kräver goda kunskaper i svenska i både tal och skrift.

Som person är du ansvarstagande, ambitiös och trivs med att arbeta tillsammans med andra. Andra viktiga egenskaper är att du är kvalitetsmedveten, kommunikativ och serviceinriktad samt att du alltid arbetar med kundens bästa i fokus när du gör val och prioriteringar. Affärsmässighet är viktigt för dig och du är strukturerad i ditt arbetssätt.

Låter det intressant?



Skicka gärna din ansökan redan idag, för vi går igenom urvalet löpande - dock senast 2022-01-10.

Vi ser fram emot att höra av dig!

Start: Omgående, el enligt överenskommelse

Omfattning: Heltid

Om Vitec Bygg och fastighet

Som en del i Vitec Software Group finns affärsenheten Bygg och fastighet, en ledande aktör inom programvaror till bygg- och fastighetsbranschen. Vi är 125 medarbetare fördelade på 9 orter i landet med ett gemensamt uppdrag att leverera tillförlitliga system som hjälper våra kunder i deras vardag.

Vitec Software Group är ledande inom Vertical Market Software i Norden. Vi utvecklar och levererar standardprogram för olika nischer. Vitec växer genom förvärv av välskötta och etablerade programvarubolag. Koncernens övergripande processer tillsammans med medarbetarnas djupa kunskap om kundens lokala marknad skapar goda förutsättningar för förädling och fortsatt innovation. Vitec har 1000 medarbetare, är noterat på Nasdaq Stockholm och omsatte 1 313 Mkr år 2020. Läs mer om oss på www.vitecsoftware.com (http://www.vitecsoftware.com/).",4,"['leda', 'ambiti', 'leda', 'leda']",550,True,0.0
164,5772,Systemutvecklare/Programmerare,Unicus Sverige AB,"Arbetsuppgifter
- Programmering
- Automatisera tester
- Testa IT-system
- Kvalitetssäkra data i databaser


Krav
- Aspergerdiagnos / ASD-diagnos
- Kan programmera
- Stort intresse för teknik, datorer, IT och programmering
- Egenskaper som analytisk, logisk, noggrann, uthållig, förmåga att se detaljer, uppskatta struktur
- Fullständigt gymnasiebetyg
- Viljan och förmågan att jobba heltid


Meriterande
 Högre studier inom systemvetenskap / IT / programmering
 Arbetslivserfarenhet inom IT

Dina förmågor är viktigare för oss än dina meriter!

Ansökan
Varmt välkommen att skicka in din ansökan via vårt formulär nedan. Urval sker löpande.

Frågor
",2,"['analytisk', 'logisk']",91,True,0.0
165,5823,Frontend-utvecklare,Egra AB,"This is Egra
We are Tech Consultants that help our customers develop their digital solutions.

Transparency
When you work with us you’ll always know your rate and how it is shared. We think that helps us to build trust and a positive work environment.

Equality
Everyone at Egra has the same terms. That’s a good base for creating an including and friendly environment.

Accelerate
You can take part in the growth of Egra, by selling and recruiting, and get a share of the turnover you generate. Everyone here has the same opportunity.


We want you to have a good time both in your professional and private life. That means we like to arrange activities together and hangout but also that we offer you a high degree of freedom to plan and affect your work situation.

Frontend Developer
We are looking for an experienced Frontend Developer to join our team. You will be working as a consultant in one of our customers organizations.

Assignment


Requirements

- 3+ years of frontend development
- HTML, CSS, JavaScript, React


We offer

- Competitive salary
- High degree of freedom
- Great development opportunities


Other opportunities at Egra
Is this not what you are looking for?
We are always searching for experienced engineers within Java, C#, C/C++, JavaScript, Integration, Agile Leaders, Business Analysts, DevOps, Android, iOS and more.
Connect with us at our careers site. https://careers.egra.com/

",0,[],231,False,-1.0
166,5837,Systemutvecklare/Programmerare,Egra AB,"This is Egra
We are Tech Consultants that help our customers develop their digital solutions.

Transparency
When you work with us you’ll always know your rate and how it is shared. We think that helps us to build trust and a positive work environment.

Equality
Everyone at Egra has the same terms. That’s a good base for creating an including and friendly environment.

Accelerate
You can take part in the growth of Egra, by selling and recruiting, and get a share of the turnover you generate. Everyone here has the same opportunity.


We want you to have a good time both in your professional and private life. That means we like to arrange activities together and hangout but also that we offer you a high degree of freedom to plan and affect your work situation.

C++ Developer
We are looking for an experienced C++ Developer to join our team. You will be working as a consultant in one of our customers organizations.

Assignment


YOU

- University Degree
- C or C++
- Python



EXTRA AWESOME

- Autosar, Targetlink, Canalyser
- Matlab, Simulink

- Jira, Confluence
- Agile development


We offer

- Competitive salary
- High degree of freedom
- Great development opportunities


Other opportunities at Egra
Is this not what you are looking for?
We are always searching for experienced engineers within Java, C#, C/C++, JavaScript, Integration, Agile Leaders, Business Analysts, DevOps, Android, iOS and more.
Connect with us at our careers site. https://careers.egra.com/

",0,[],244,False,-1.0
167,5872,Systemutvecklare/Programmerare,Skatteverket,"Nu expanderar vi vårt kontor i Östersund! Är du engagerad och drivs av utveckling då kan du vara en av våra nya systemutvecklare.

Vill du använda din problemlösnings-förmåga, få möjlighet att utvecklas samtidigt som du bidrar till samhällsnyttan? Att transformera vår komplexa verksamhet till intuitiva och effektiva lösningar för kunden är en kreativ utmaning som möjliggörs av Skatteverkets ambition att vara i framkant. Vi söker dig som hunnit samla på dig några års erfarenhet efter studierna.

Om jobbet


Du arbetar med systemutveckling i ett agilt team, med stöd av ramverket SAFe där ni tillsammans ansvarar för utveckling enligt konceptet if-you-build-it-you-run-it. Du är utvecklare, men bidrar också inom andra områden som kravställning och testning. I nära samverkan med verksamheten levererar teamet färdiga lösningar som förenklar för företag och privatpersoner. Du arbetar både självständigt och tillsammans med teamet och ni hjälper varandra på ett prestigelöst sätt.

Du kommer tillhöra ett kompetent gäng på it-avdelningen, med placering i Östersund där vi är ca 75 medarbetare och 30 konsulter. Här får du möjlighet att både utveckla dig själv, lyfta andra, och fördjupa din kunskap genom att dela med dig av den.

Du har frihet och eget ansvar att bidra till nya lösningar. Vi är en stor it-avdelning som erbjuder dig utvecklingsmöjligheter både på djupet och på bredden. Du har flexibel arbetstid och det är en självklarhet för oss att du har balans mellan arbete och fritid.

Vi utvecklar primärt med målmiljö Red Hat OCP. För versionshantering används Git och GitHub. För backend används Java/Spring Boot/JavaEE och för frontend används bl a Angular och React. 

Om dig
För att göra ett bra jobb och trivas hos oss på Skatteverket behöver du vara lyhörd, tänka nytt och ta ansvar. Du ska också leva upp till vår https://skatteverket.se/medarbetarpolicy.

I det här jobbet ska du:

 - ha god samarbetsförmåga
 - vara nyfiken och nytänkande
 - vara utvecklingsinriktad
 - vara lösningsorienterad och se helheten för att skapa förutsättningar för fler än dig själv
 - kunna analysera informationsflöden, se samband, mönster och avgränsa.

Du ska även ha:

 - några års dokumenterad relevant och aktuell arbetslivserfarenhet inom systemutveckling
 - god kommunikativ förmåga i svenska i tal och skrift.

Det är önskvärt om du har relevant och aktuell eftergymnasial utbildning inom it.

Bra att veta
Anställningen är tillsvidare och kan inledas med provanställning i sex månader.

En anställning hos oss kan innebära placering i säkerhetsklass. En säkerhetsprövning med registerkontroll enligt säkerhetsskyddslagen (2018:585) kan därför komma att genomföras före beslut om anställning. För en del av våra arbetsuppgifter i säkerhetsklass krävs svenskt medborgarskap.

På https://skatteverket.se/jobb kan du exempelvis läsa om vår samhällsbärande roll, fördelarna med att jobba hos oss och hur det går till när du söker våra jobb.

När du ansöker bifogar du ditt cv. Vi använder inte personligt brev i våra rekryteringar och du ska därför inte bifoga det i din ansökan.

Välkommen med din ansökan!

Skatteverket har en samhällsbärande roll. Vårt arbete berör alla privatpersoner och företag och genom vårt uppdrag bidrar vi till ett väl fungerande samhälle. Vår utveckling är kunddriven och vi samverkar med andra för att skapa effektiva lösningar. Tillsammans gör vi samhället möjligt.",5,"['utman', 'ambiti', 'självständig', 'kompetent', 'beslut']",517,True,0.0
168,5921,Backend-utvecklare,Egra AB,"This is Egra
We are Tech Consultants that help our customers develop their digital solutions.

Transparency
When you work with us you’ll always know your rate and how it is shared. We think that helps us to build trust and a positive work environment.

Equality
Everyone at Egra has the same terms. That’s a good base for creating an including and friendly environment.

Accelerate
You can take part in the growth of Egra, by selling and recruiting, and get a share of the turnover you generate. Everyone here has the same opportunity.


We want you to have a good time both in your professional and private life. That means we like to arrange activities together and hangout but also that we offer you a high degree of freedom to plan and affect your work situation.

C# .NET Developer
We are looking for an experienced C# .NET Developer to join our team. You will be working as a consultant in one of our customers organizations.

Assignment


Requirements

- Experienced in C# .NET

- Agile way of working


We offer

- Competitive salary
- High degree of freedom
- Great development opportunities


Other opportunities at Egra
Is this not what you are looking for?
We are always searching for experienced engineers within Java, C#, C/C++, JavaScript, Integration, Agile Leaders, Business Analysts, DevOps, Android, iOS and more.
Connect with us at our careers site. https://careers.egra.com/

",0,[],232,False,-1.0
169,5942,Systemutvecklare/Programmerare,Unicus Sverige AB,"Arbetsuppgifter
- Programmering
- Automatisera tester
- Testa IT-system
- Kvalitetssäkra data i databaser


Krav
- Aspergerdiagnos / ASD-diagnos
- Kan programmera
- Stort intresse för teknik, datorer, IT och programmering
- Egenskaper som analytisk, logisk, noggrann, uthållig, förmåga att se detaljer, uppskatta struktur
- Fullständigt gymnasiebetyg
- Viljan och förmågan att jobba heltid


Meriterande
 Högre studier inom systemvetenskap / IT / programmering
 Arbetslivserfarenhet inom IT

Dina förmågor är viktigare för oss än dina meriter!

Ansökan
Varmt välkommen att skicka in din ansökan via vårt formulär nedan. Urval sker löpande.

Frågor
",2,"['analytisk', 'logisk']",91,True,0.0
170,5994,Mjukvaruutvecklare,Egra AB,"This is Egra
We are Tech Consultants that help our customers develop their digital solutions.

Transparency
When you work with us you’ll always know your rate and how it is shared. We think that helps us to build trust and a positive work environment.

Equality
Everyone at Egra has the same terms. That’s a good base for creating an including and friendly environment.

Accelerate
You can take part in the growth of Egra, by selling and recruiting, and get a share of the turnover you generate. Everyone here has the same opportunity.


We want you to have a good time both in your professional and private life. That means we like to arrange activities together and hangout but also that we offer you a high degree of freedom to plan and affect your work situation.

C++ Developer
We are looking for an experienced C++ Developer to join our team. You will be working as a consultant in one of our customers organizations.

Assignment


Requirements

- University Degree

- C/C++

- Script languages

- Agile development


We offer

- Competitive salary
- High degree of freedom
- Great development opportunities


Other opportunities at Egra
Is this not what you are looking for?
We are always searching for experienced engineers within Java, C#, C/C++, JavaScript, Integration, Agile Leaders, Business Analysts, DevOps, Android, iOS and more.
Connect with us at our careers site. https://careers.egra.com/

",0,[],231,False,-1.0
171,6024,Systemutvecklare/Programmerare,TheiShare AB,"We are building an identity platform where users or corporations can share their sensitive information with each other and we have been building this platform using blockchain technology. Our backend is built in Java while frontend is built in React and apps would be built in React native. We are looking for some full stack java developers for one of our initiatives . 
Öppen för alla
Vi fokuserar på din kompetens, inte dina övriga förutsättningar. Vi är öppna för att anpassa rollen eller arbetsplatsen efter dina behov.",0,[],87,False,-1.0
172,6029,Systemutvecklare/Programmerare,Egra AB,"This is Egra
We are Tech Consultants that help our customers develop their digital solutions.

Transparency
When you work with us you’ll always know your rate and how it is shared. We think that helps us to build trust and a positive work environment.

Equality
Everyone at Egra has the same terms. That’s a good base for creating an including and friendly environment.

Accelerate
You can take part in the growth of Egra, by selling and recruiting, and get a share of the turnover you generate. Everyone here has the same opportunity.


We want you to have a good time both in your professional and private life. That means we like to arrange activities together and hangout but also that we offer you a high degree of freedom to plan and affect your work situation.

Embedded Software Engineer
We are looking for an experienced Embedded Software Engineer to join our team. You will be working as a consultant in one of our customers organizations.

Assignment


Requirements

- C/C++

- Script languages

- Agile development


We offer

- Competitive salary
- High degree of freedom
- Great development opportunities


Other opportunities at Egra
Is this not what you are looking for?
We are always searching for experienced engineers within Java, C#, C/C++, JavaScript, Integration, Agile Leaders, Business Analysts, DevOps, Android, iOS and more.
Connect with us at our careers site. https://careers.egra.com/

",0,[],230,False,-1.0
173,6035,Backend-utvecklare,Egra AB,"This is Egra
We are Tech Consultants that help our customers develop their digital solutions.

Transparency
When you work with us you’ll always know your rate and how it is shared. We think that helps us to build trust and a positive work environment.

Equality
Everyone at Egra has the same terms. That’s a good base for creating an including and friendly environment.

Accelerate
You can take part in the growth of Egra, by selling and recruiting, and get a share of the turnover you generate. Everyone here has the same opportunity.


We want you to have a good time both in your professional and private life. That means we like to arrange activities together and hangout but also that we offer you a high degree of freedom to plan and affect your work situation.

Java Developer
We are looking for an experienced Java Developer to join our team. You will be working as a consultant in one of our customers organizations.

Assignment


Requirements

- Java 8 or higher
- J2EE
- Junit, Cucumber or experience from another test framework
- Spring & Spring Boot
- AWS or other cloud solutions


We offer

- Competitive salary
- High degree of freedom
- Great development opportunities


Other opportunities at Egra
Is this not what you are looking for?
We are always searching for experienced engineers within Java, C#, C/C++, JavaScript, Integration, Agile Leaders, Business Analysts, DevOps, Android, iOS and more.
Connect with us at our careers site. https://careers.egra.com/

",0,[],247,False,-1.0
174,6084,Backend-utvecklare,Egra AB,"This is Egra
We are Tech Consultants that help our customers develop their digital solutions.

Transparency
When you work with us you’ll always know your rate and how it is shared. We think that helps us to build trust and a positive work environment.

Equality
Everyone at Egra has the same terms. That’s a good base for creating an including and friendly environment.

Accelerate
You can take part in the growth of Egra, by selling and recruiting, and get a share of the turnover you generate. Everyone here has the same opportunity.


We want you to have a good time both in your professional and private life. That means we like to arrange activities together and hangout but also that we offer you a high degree of freedom to plan and affect your work situation.

Golang Developer
We are looking for an experienced Golang Developer to join our team. You will be working as a consultant in one of our customers organizations.

Assignment


Requirements

- Golang
- AWS Devops
- Terraform

- Cloud-based and/or microservice architecture
- API Design


We offer

- Competitive salary
- High degree of freedom
- Great development opportunities


Other opportunities at Egra
Is this not what you are looking for?
We are always searching for experienced engineers within Java, C#, C/C++, JavaScript, Integration, Agile Leaders, Business Analysts, DevOps, Android, iOS and more.
Connect with us at our careers site. https://careers.egra.com/

",0,[],235,False,-1.0
